STATION_ID,MMP_SITE_NAME,LONGITUDE,LATITUDE,LOGGER_SERIAL,SAMPLE_DAY,CHL_QA_AVG,NTU_QA_AVG
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-18,1.025,8.462
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-19,1.009,13.095
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-20,0.927,9.275
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-21,1.05,9.078
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-22,1.015,5.985
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-23,0.806,4.247
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-24,0.736,2.954
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-25,0.691,2.994
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-26,0.674,2.528
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-27,0.677,1.452
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-28,0.606,0.772
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-29,0.355,0.455
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-11-30,0.415,0.535
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-01,0.521,0.87
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-02,0.481,1.157
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-03,0.822,2.993
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-04,1.06,6.367
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-05,0.949,9.248
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-06,0.725,3.357
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-07,0.639,3.222
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-08,0.701,2.57
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-09,0.617,2.226
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-10,0.601,1.798
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-11,0.511,1.059
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-12,0.465,0.572
BUR13,Burdekin River mouth mooring,147.5822,-19.5875,818,2015-12-13,0.73,0.763
